CBSA	MDIV	STCOU	POPESTIMATE2009	NAME
29940		20045	116383	Douglas County, KS
30020			113228	Lawton, OK
30020		40031	113228	Comanche County, OK
30140			130506	Lebanon, PA
30140		42075	130506	Lebanon County, PA
30300			60643	Lewiston, ID-WA
30300		16069	39211	Nez Perce County, ID
30300		53003	21432	Asotin County, WA
30340			106539	Lewiston-Auburn, ME
30340		23001	106539	Androscoggin County, ME
30460			470849	Lexington-Fayette, KY
30460		21017	19729	Bourbon County, KY
30460		21049	36159	Clark County, KY
30460		21067	296545	Fayette County, KY
30460		21113	47589	Jessamine County, KY
30460		21209	45841	Scott County, KY
30460		21239	24986	Woodford County, KY
30620			104357	Lima, OH
30620		39003	104357	Allen County, OH
30700			298012	Lincoln, NE
30700		31109	281531	Lancaster County, NE
30700		31159	16481	Seward County, NE
30780			685488	Little Rock-North Little Rock-Conway, AR
30780		5045	109386	Faulkner County, AR
30780		5053	17760	Grant County, AR
30780		5085	66677	Lonoke County, AR
30780		5105	10312	Perry County, AR
30780		5119	381904	Pulaski County, AR
30780		5125	99449	Saline County, AR
30860			127945	Logan, UT-ID
30860		16041	12676	Franklin County, ID
30860		49005	115269	Cache County, UT
30980			206874	Longview, TX
30980		48183	119637	Gregg County, TX
30980		48401	49180	Rusk County, TX
30980		48459	38057	Upshur County, TX
31020			101966	Longview, WA
31020		53015	101966	Cowlitz County, WA
31100			12874797	Los Angeles-Long Beach-Santa Ana, CA
31100	31084		9848011	Los Angeles-Long Beach-Glendale, CA
31100	31084	6037	9848011	Los Angeles County, CA
31100	42044		3026786	Santa Ana-Anaheim-Irvine, CA
31100	42044	6059	3026786	Orange County, CA
31140			1258577	Louisville/Jefferson County, KY-IN
31140		18019	108634	Clark County, IN
31140		18043	74426	Floyd County, IN
31140		18061	37562	Harrison County, IN
31140		18175	27729	Washington County, IN
31140		21029	75653	Bullitt County, KY
31140		21103	16060	Henry County, KY
31140		21111	721594	Jefferson County, KY
31140		21163	26501	Meade County, KY
31140		21179	43550	Nelson County, KY
31140		21185	58095	Oldham County, KY
31140		21211	42078	Shelby County, KY
31140		21215	17737	Spencer County, KY
31140		21223	8958	Trimble County, KY
31180			276659	Lubbock, TX
31180		48107	6109	Crosby County, TX
31180		48303	270550	Lubbock County, TX
31340			247447	Lynchburg, VA
31340		51009	32482	Amherst County, VA
31340		51011	14552	Appomattox County, VA
31340		51019	67154	Bedford County, VA
31340		51031	52976	Campbell County, VA
31340		51515	6350	Bedford city, VA
31340		51680	73933	Lynchburg city, VA
31420			231576	Macon, GA
31420		13021	156060	Bibb County, GA
31420		13079	12240	Crawford County, GA
31420		13169	27740	Jones County, GA
31420		13207	25425	Monroe County, GA
31420		13289	10111	Twiggs County, GA
31460			148632	Madera-Chowchilla, CA
31460		6039	148632	Madera County, CA
31540			570025	Madison, WI
31540		55021	55170	Columbia County, WI
31540		55025	491357	Dane County, WI
31540		55049	23498	Iowa County, WI
31700			405906	Manchester-Nashua, NH
31700		33011	405906	Hillsborough County, NH
31740			123086	Manhattan, KS
31740		20061	31751	Geary County, KS
31740		20149	19994	Pottawatomie County, KS
31740		20161	71341	Riley County, KS
31860			93234	Mankato-North Mankato, MN
31860		27013	61010	Blue Earth County, MN
31860		27103	32224	Nicollet County, MN
31900			124490	Mansfield, OH
31900		39139	124490	Richland County, OH
32580			741152	McAllen-Edinburg-Mission, TX
32580		48215	741152	Hidalgo County, TX
32780			201286	Medford, OR
32780		41029	201286	Jackson County, OR
32820			1304926	Memphis, TN-MS-AR
32820		5035	53022	Crittenden County, AR
32820		28033	158719	DeSoto County, MS
32820		28093	36900	Marshall County, MS
32820		28137	27337	Tate County, MS
32820		28143	10436	Tunica County, MS
32820		47047	38785	Fayette County, TN
32820		47157	920232	Shelby County, TN
32820		47167	59495	Tipton County, TN
32900			245321	Merced, CA
32900		6047	245321	Merced County, CA
33100			5547051	Miami-Fort Lauderdale-Pompano Beach, FL
33100	22744		1766476	Fort Lauderdale-Pompano Beach-Deerfield Beach, FL
33100	22744	12011	1766476	Broward County, FL
33100	33124		2500625	Miami-Miami Beach-Kendall, FL
33100	33124	12086	2500625	Miami-Dade County, FL
33100	48424		1279950	West Palm Beach-Boca Raton-Boynton Beach, FL
33100	48424	12099	1279950	Palm Beach County, FL
33140			111063	Michigan City-La Porte, IN
33140		18091	111063	LaPorte County, IN
33260			132316	Midland, TX
33260		48329	132316	Midland County, TX
33340			1559667	Milwaukee-Waukesha-West Allis, WI
33340		55079	959521	Milwaukee County, WI
33340		55089	86311	Ozaukee County, WI
33340		55131	130681	Washington County, WI
33340		55133	383154	Waukesha County, WI
33460			3269814	Minneapolis-St. Paul-Bloomington, MN-WI
33460		27003	331582	Anoka County, MN
33460		27019	92107	Carver County, MN
33460		27025	50625	Chisago County, MN
33460		27037	396500	Dakota County, MN
33460		27053	1156212	Hennepin County, MN
33460		27059	39442	Isanti County, MN
33460		27123	506278	Ramsey County, MN
33460		27139	131939	Scott County, MN
33460		27141	87832	Sherburne County, MN
33460		27163	231958	Washington County, MN
33460		27171	121907	Wright County, MN
33460		55093	40081	Pierce County, WI
33460		55109	83351	St. Croix County, WI
33540			108623	Missoula, MT
33540		30063	108623	Missoula County, MT
33660			411721	Mobile, AL
33660		1097	411721	Mobile County, AL
33700			510385	Modesto, CA
33700		6099	510385	Stanislaus County, CA
33740			174086	Monroe, LA
33740		22073	151502	Ouachita Parish, LA
33740		22111	22584	Union Parish, LA
33780			152721	Monroe, MI
33780		26115	152721	Monroe County, MI
33860			366401	Montgomery, AL
33860		1001	50756	Autauga County, AL
33860		1051	79233	Elmore County, AL
33860		1085	12293	Lowndes County, AL
33860		1101	224119	Montgomery County, AL
34060			120327	Morgantown, WV
34060		54061	90080	Monongalia County, WV
34060		54077	30247	Preston County, WV
34100			137612	Morristown, TN
34100		47057	22857	Grainger County, TN
34100		47063	63033	Hamblen County, TN
34100		47089	51722	Jefferson County, TN
34580			119534	Mount Vernon-Anacortes, WA
34580		53057	119534	Skagit County, WA
34620			115192	Muncie, IN
34620		18035	115192	Delaware County, IN
34740			173951	Muskegon-Norton Shores, MI
34740		26121	173951	Muskegon County, MI
34820			263868	Myrtle Beach-North Myrtle Beach-Conway, SC
34820		45051	263868	Horry County, SC
34900			134650	Napa, CA
34900		6055	134650	Napa County, CA
34940			318537	Naples-Marco Island, FL
34940		12021	318537	Collier County, FL
34980			1582264	Nashville-Davidson--Murfreesboro--Franklin, TN
34980		47015	13860	Cannon County, TN
34980		47021	39876	Cheatham County, TN
34980		47037	635710	Davidson County, TN
34980		47043	48230	Dickson County, TN
34980		47081	23805	Hickman County, TN
34980		47111	22057	Macon County, TN
34980		47147	66581	Robertson County, TN
34980		47149	257048	Rutherford County, TN
34980		47159	19201	Smith County, TN
34980		47165	158759	Sumner County, TN
34980		47169	7922	Trousdale County, TN
34980		47187	176838	Williamson County, TN
34980		47189	112377	Wilson County, TN
35300			848006	New Haven-Milford, CT
35300		9009	848006	New Haven County, CT
35380			1189981	New Orleans-Metairie-Kenner, LA
35380		22051	443342	Jefferson Parish, LA
35380		22071	354850	Orleans Parish, LA
35380		22075	20942	Plaquemines Parish, LA
35380		22087	40655	St. Bernard Parish, LA
35380		22089	51611	St. Charles Parish, LA
35380		22095	47086	St. John the Baptist Parish, LA
35380		22103	231495	St. Tammany Parish, LA
35620			19069796	New York-Northern New Jersey-Long Island, NY-NJ-PA
35620	20764		2335390	Edison-New Brunswick, NJ
35620	20764	34023	790738	Middlesex County, NJ
35620	20764	34025	644105	Monmouth County, NJ
35620	20764	34029	573678	Ocean County, NJ
35620	20764	34035	326869	Somerset County, NJ
35620	35004		2875904	Nassau-Suffolk, NY
35620	35004	36059	1357429	Nassau County, NY
35620	35004	36103	1518475	Suffolk County, NY
35620	35084		2126269	Newark-Union, NJ-PA
35620	35084	34013	769644	Essex County, NJ
35620	35084	34019	130034	Hunterdon County, NJ
35620	35084	34027	488518	Morris County, NJ
35620	35084	34037	151118	Sussex County, NJ
35620	35084	34039	526426	Union County, NJ
35620	35084	42103	60529	Pike County, PA
35620	35644		11732233	New York-White Plains-Wayne, NY-NJ
35620	35644	34003	895250	Bergen County, NJ
35620	35644	34017	597924	Hudson County, NJ
35620	35644	34031	491778	Passaic County, NJ
35620	35644	36005	1397287	Bronx County, NY
35620	35644	36047	2567098	Kings County, NY
35620	35644	36061	1629054	New York County, NY
35620	35644	36079	99265	Putnam County, NY
35620	35644	36081	2306712	Queens County, NY
35620	35644	36085	491730	Richmond County, NY
35620	35644	36087	300173	Rockland County, NY
35620	35644	36119	955962	Westchester County, NY
35660			160472	Niles-Benton Harbor, MI
35660		26021	160472	Berrien County, MI
35980			266830	Norwich-New London, CT
35980		9011	266830	New London County, CT
36100			328547	Ocala, FL
36100		12083	328547	Marion County, FL
36140			96091	Ocean City, NJ
36140		34009	96091	Cape May County, NJ
36220			134625	Odessa, TX
36220		48135	134625	Ector County, TX
36260			541569	Ogden-Clearfield, UT
36260		49011	300827	Davis County, UT
36260		49029	8908	Morgan County, UT
36260		49057	231834	Weber County, UT
36420			1227278	Oklahoma City, OK
36420		40017	109668	Canadian County, OK
36420		40027	244589	Cleveland County, OK
36420		40051	51649	Grady County, OK
36420		40081	32199	Lincoln County, OK
36420		40083	39301	Logan County, OK
36420		40087	33168	McClain County, OK
36420		40109	716704	Oklahoma County, OK
36500			250979	Olympia, WA
36500		53067	250979	Thurston County, WA
36540			849517	Omaha-Council Bluffs, NE-IA
36540		19085	15328	Harrison County, IA
36540		19129	15002	Mills County, IA
36540		19155	90224	Pottawattamie County, IA
36540		31025	25485	Cass County, NE
36540		31055	510199	Douglas County, NE
36540		31153	153504	Sarpy County, NE
36540		31155	20057	Saunders County, NE
36540		31177	19718	Washington County, NE
36740			2082421	Orlando-Kissimmee, FL
36740		12069	312119	Lake County, FL
36740		12095	1086480	Orange County, FL
36740		12097	270618	Osceola County, FL
36740		12117	413204	Seminole County, FL
36780			163370	Oshkosh-Neenah, WI
36780		55139	163370	Winnebago County, WI
36980			113636	Owensboro, KY
36980		21059	95394	Daviess County, KY
36980		21091	8635	Hancock County, KY
36980		21149	9607	McLean County, KY
37100			802983	Oxnard-Thousand Oaks-Ventura, CA
37100		6111	802983	Ventura County, CA
37340			536357	Palm Bay-Melbourne-Titusville, FL
37340		12009	536357	Brevard County, FL
37380			91622	Palm Coast, FL
37380		12035	91622	Flagler County, FL
37460			164767	Panama City-Lynn Haven-Panama City Beach, FL
37460		12005	164767	Bay County, FL
37620			160905	Parkersburg-Marietta-Vienna, WV-OH
37620		39167	61048	Washington County, OH
37620		54073	7364	Pleasants County, WV
37620		54105	5605	Wirt County, WV
37620		54107	86888	Wood County, WV
37700			155603	Pascagoula, MS
37700		28039	22681	George County, MS
37700		28059	132922	Jackson County, MS
37860			455102	Pensacola-Ferry Pass-Brent, FL
37860		12033	303343	Escambia County, FL
37860		12113	151759	Santa Rosa County, FL
37900			375865	Peoria, IL
37900		17123	12702	Marshall County, IL
37900		17143	185816	Peoria County, IL
37900		17175	6019	Stark County, IL
37900		17179	132466	Tazewell County, IL
37900		17203	38862	Woodford County, IL
37980			5968252	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD
37980	15804		1253907	Camden, NJ
37980	15804	34005	446108	Burlington County, NJ
37980	15804	34007	517879	Camden County, NJ
37980	15804	34015	289920	Gloucester County, NJ
37980	37964		4012573	Philadelphia, PA
37980	37964	42017	626015	Bucks County, PA
37980	37964	42029	498894	Chester County, PA
37980	37964	42045	558028	Delaware County, PA
37980	37964	42091	782339	Montgomery County, PA
37980	37964	42101	1547297	Philadelphia County, PA
37980	48864		701772	Wilmington, DE-MD-NJ
37980	48864	10003	534634	New Castle County, DE
37980	48864	24015	100796	Cecil County, MD
37980	48864	34033	66342	Salem County, NJ
38060			4364094	Phoenix-Mesa-Scottsdale, AZ
38060		4013	4023132	Maricopa County, AZ
38060		4021	340962	Pinal County, AZ
38220			100694	Pine Bluff, AR
38220		5025	8436	Cleveland County, AR
38220		5069	78705	Jefferson County, AR
38220		5079	13553	Lincoln County, AR
38300			2354957	Pittsburgh, PA
38300		42003	1218494	Allegheny County, PA
38300		42005	67851	Armstrong County, PA
38300		42007	171673	Beaver County, PA
38300		42019	184694	Butler County, PA
38300		42051	142605	Fayette County, PA
38300		42125	207389	Washington County, PA
38300		42129	362251	Westmoreland County, PA
38340			129288	Pittsfield, MA
38340		25003	129288	Berkshire County, MA
38540			90273	Pocatello, ID
38540		16005	82539	Bannock County, ID
38540		16077	7734	Power County, ID
38860			516826	Portland-South Portland-Biddeford, ME
38860		23005	278559	Cumberland County, ME
38860		23023	36391	Sagadahoc County, ME
38860		23031	201876	York County, ME
38900			2241841	Portland-Vancouver-Beaverton, OR-WA
38900		41005	386143	Clackamas County, OR
38900		41009	49592	Columbia County, OR
38900		41051	726855	Multnomah County, OR
38900		41067	537318	Washington County, OR
38900		41071	99037	Yamhill County, OR
38900		53011	432002	Clark County, WA
38900		53059	10894	Skamania County, WA
38940			406296	Port St. Lucie, FL
38940		12085	139794	Martin County, FL
38940		12111	266502	St. Lucie County, FL
39100			677094	Poughkeepsie-Newburgh-Middletown, NY
39100		36027	293562	Dutchess County, NY
39100		36071	383532	Orange County, NY
39140			215686	Prescott, AZ
39140		4025	215686	Yavapai County, AZ
39300			1600642	Providence-New Bedford-Fall River, RI-MA
39300		25005	547433	Bristol County, MA
39300		44001	49542	Bristol County, RI
39300		44003	168752	Kent County, RI
39300		44005	80300	Newport County, RI
39300		44007	627690	Providence County, RI
39300		44009	126925	Washington County, RI
39340			555551	Provo-Orem, UT
39340		49023	10244	Juab County, UT
39340		49049	545307	Utah County, UT
39380			157224	Pueblo, CO
39380		8101	157224	Pueblo County, CO
39460			156952	Punta Gorda, FL
39460		12015	156952	Charlotte County, FL
39540			200601	Racine, WI
39540		55101	200601	Racine County, WI
39580			1125827	Raleigh-Cary, NC
39580		37069	60088	Franklin County, NC
39580		37101	168525	Johnston County, NC
39580		37183	897214	Wake County, NC
39660			124766	Rapid City, SD
39660		46093	23916	Meade County, SD
39660		46103	100850	Pennington County, SD
39740			407125	Reading, PA
39740		42011	407125	Berks County, PA
39820			181099	Redding, CA
39820		6089	181099	Shasta County, CA
39900			419261	Reno-Sparks, NV
39900		32029	4441	Storey County, NV
39900		32031	414820	Washoe County, NV
40060			1238187	Richmond, VA
40060		51007	12886	Amelia County, VA
40060		51033	27870	Caroline County, VA
40060		51036	7217	Charles City County, VA
40060		51041	306670	Chesterfield County, VA
40060		51049	9757	Cumberland County, VA
40060		51053	26338	Dinwiddie County, VA
40060		51075	21311	Goochland County, VA
40060		51085	99933	Hanover County, VA
40060		51087	296415	Henrico County, VA
40060		51097	6796	King and Queen County, VA
40060		51101	16225	King William County, VA
40060		51109	33078	Louisa County, VA
40060		51127	18112	New Kent County, VA
40060		51145	27964	Powhatan County, VA
40060		51149	37116	Prince George County, VA
40060		51183	12116	Sussex County, VA
40060		51570	17823	Colonial Heights city, VA
40060		51670	23123	Hopewell city, VA
40060		51730	32986	Petersburg city, VA
40060		51760	204451	Richmond city, VA
40140			4143113	Riverside-San Bernardino-Ontario, CA
40140		6065	2125440	Riverside County, CA
40140		6071	2017673	San Bernardino County, CA
40220			300399	Roanoke, VA
40220		51023	32551	Botetourt County, VA
40220		51045	4969	Craig County, VA
40220		51067	51924	Franklin County, VA
40220		51161	91011	Roanoke County, VA
40220		51770	94482	Roanoke city, VA
40220		51775	25462	Salem city, VA
40340			185618	Rochester, MN
40340		27039	19772	Dodge County, MN
40340		27109	143962	Olmsted County, MN
40340		27157	21884	Wabasha County, MN
40380			1035566	Rochester, NY
40380		36051	62871	Livingston County, NY
40380		36055	733703	Monroe County, NY
40380		36069	105650	Ontario County, NY
40380		36073	42051	Orleans County, NY
40380		36117	91291	Wayne County, NY
40420			353722	Rockford, IL
40420		17007	54020	Boone County, IL
40420		17201	299702	Winnebago County, IL
40580			146596	Rocky Mount, NC
40580		37065	51853	Edgecombe County, NC
40580		37127	94743	Nash County, NC
40660			96250	Rome, GA
40660		13115	96250	Floyd County, GA
40900			2127355	Sacramento--Arden-Arcade--Roseville, CA
40900		6017	178447	El Dorado County, CA
40900		6061	348552	Placer County, CA
40900		6067	1400949	Sacramento County, CA
40900		6113	199407	Yolo County, CA
40980			200050	Saginaw-Saginaw Township North, MI
40980		26145	200050	Saginaw County, MI
41060			189148	St. Cloud, MN
41060		27009	40193	Benton County, MN
41060		27145	148955	Stearns County, MN
41100			137473	St. George, UT
41100		49053	137473	Washington County, UT
41140			126644	St. Joseph, MO-KS
41140		20043	7624	Doniphan County, KS
41140		29003	17052	Andrew County, MO
41140		29021	89856	Buchanan County, MO
41140		29063	12112	DeKalb County, MO
41180			2828990	St. Louis, MO-IL
41180		17005	18103	Bond County, IL
41180		17013	5019	Calhoun County, IL
41180		17027	36368	Clinton County, IL
41180		17083	22549	Jersey County, IL
41180		17117	47774	Macoupin County, IL
41180		17119	268457	Madison County, IL
41180		17133	33236	Monroe County, IL
41180		17163	263617	St. Clair County, IL
41180		29071	101263	Franklin County, MO
41180		29099	219046	Jefferson County, MO
41180		29113	53311	Lincoln County, MO
41180		29183	355367	St. Charles County, MO
41180		29189	992408	St. Louis County, MO
41180		29219	31485	Warren County, MO
41180		29221	24400	Washington County, MO
41180		29510	356587	St. Louis city, MO
41420			396103	Salem, OR
41420		41047	317981	Marion County, OR
41420		41053	78122	Polk County, OR
41500			410370	Salinas, CA
41500		6053	410370	Monterey County, CA
41540			120181	Salisbury, MD
41540		24039	25959	Somerset County, MD
41540		24045	94222	Wicomico County, MD
41620			1130293	Salt Lake City, UT
41620		49035	1034989	Salt Lake County, UT
41620		49043	36969	Summit County, UT
41620		49045	58335	Tooele County, UT
41660			110119	San Angelo, TX
41660		48235	1741	Irion County, TX
41660		48451	108378	Tom Green County, TX
41700			2072128	San Antonio, TX
41700		48013	44633	Atascosa County, TX
41700		48019	20560	Bandera County, TX
41700		48029	1651448	Bexar County, TX
41700		48091	114525	Comal County, TX
41700		48187	121432	Guadalupe County, TX
41700		48259	34053	Kendall County, TX
41700		48325	44728	Medina County, TX
41700		48493	40749	Wilson County, TX
41740			3053793	San Diego-Carlsbad-San Marcos, CA
41740		6073	3053793	San Diego County, CA
41780			76963	Sandusky, OH
41780		39043	76963	Erie County, OH
41860			4317853	San Francisco-Oakland-Fremont, CA
41860	36084		2532756	Oakland-Fremont-Hayward, CA
41860	36084	6001	1491482	Alameda County, CA
41860	36084	6013	1041274	Contra Costa County, CA
41860	41884		1785097	San Francisco-San Mateo-Redwood City, CA
41860	41884	6041	250750	Marin County, CA
41860	41884	6075	815358	San Francisco County, CA
41860	41884	6081	718989	San Mateo County, CA
41940			1839700	San Jose-Sunnyvale-Santa Clara, CA
41940		6069	55058	San Benito County, CA
41940		6085	1784642	Santa Clara County, CA
42020			266971	San Luis Obispo-Paso Robles, CA
42020		6079	266971	San Luis Obispo County, CA
42060			407057	Santa Barbara-Santa Maria-Goleta, CA
42060		6083	407057	Santa Barbara County, CA
42100			256218	Santa Cruz-Watsonville, CA
42100		6087	256218	Santa Cruz County, CA
42140			147532	Santa Fe, NM
42140		35049	147532	Santa Fe County, NM
42220			472102	Santa Rosa-Petaluma, CA
42220		6097	472102	Sonoma County, CA
42340			343092	Savannah, GA
42340		13029	32559	Bryan County, GA
42340		13051	256992	Chatham County, GA
42340		13103	53541	Effingham County, GA
42540			549454	Scranton--Wilkes-Barre, PA
42540		42069	208801	Lackawanna County, PA
42540		42079	312845	Luzerne County, PA
42540		42131	27808	Wyoming County, PA
42660			3407848	Seattle-Tacoma-Bellevue, WA
42660	42644		2611012	Seattle-Bellevue-Everett, WA
42660	42644	53033	1916441	King County, WA
42660	42644	53061	694571	Snohomish County, WA
42660	45104		796836	Tacoma, WA
42660	45104	53053	796836	Pierce County, WA
42680			135167	Sebastian-Vero Beach, FL
42680		12061	135167	Indian River County, FL
43100			114560	Sheboygan, WI
43100		55117	114560	Sheboygan County, WI
43300			120030	Sherman-Denison, TX
43300		48181	120030	Grayson County, TX
43340			391516	Shreveport-Bossier City, LA
43340		22015	111492	Bossier Parish, LA
43340		22017	253623	Caddo Parish, LA
43340		22031	26401	De Soto Parish, LA
43580			144360	Sioux City, IA-NE-SD
43580		19193	102831	Woodbury County, IA
43580		31043	20651	Dakota County, NE
43580		31051	6289	Dixon County, NE
43580		46127	14589	Union County, SD
43620			238122	Sioux Falls, SD
43620		46083	41218	Lincoln County, SD
43620		46087	5619	McCook County, SD
43620		46099	183048	Minnehaha County, SD
43620		46125	8237	Turner County, SD
43780			317538	South Bend-Mishawaka, IN-MI
43780		18141	267613	St. Joseph County, IN
43780		26027	49925	Cass County, MI
43900			286822	Spartanburg, SC
43900		45083	286822	Spartanburg County, SC
44060			468684	Spokane, WA
44060		53063	468684	Spokane County, WA
44100			208182	Springfield, IL
44100		17129	12466	Menard County, IL
44100		17167	195716	Sangamon County, IL
44140			698903	Springfield, MA
44140		25011	71778	Franklin County, MA
44140		25013	471081	Hampden County, MA
44140		25015	156044	Hampshire County, MA
44180			430900	Springfield, MO
44180		29043	77455	Christian County, MO
44180		29059	16637	Dallas County, MO
44180		29077	269630	Greene County, MO
44180		29167	30626	Polk County, MO
44180		29225	36552	Webster County, MO
44220			139671	Springfield, OH
44220		39023	139671	Clark County, OH
44300			146212	State College, PA
44300		42027	146212	Centre County, PA
44700			674860	Stockton, CA
44700		6077	674860	San Joaquin County, CA
44940			104495	Sumter, SC
44940		45085	104495	Sumter County, SC
45060			646084	Syracuse, NY
45060		36053	69954	Madison County, NY
45060		36067	454753	Onondaga County, NY
45060		36075	121377	Oswego County, NY
45220			360013	Tallahassee, FL
45220		12039	47474	Gadsden County, FL
45220		12065	14010	Jefferson County, FL
45220		12073	265714	Leon County, FL
45220		12129	32815	Wakulla County, FL
45300			2747272	Tampa-St. Petersburg-Clearwater, FL
45300		12053	171233	Hernando County, FL
45300		12057	1195317	Hillsborough County, FL
45300		12101	471709	Pasco County, FL
45300		12103	909013	Pinellas County, FL
45460			169825	Terre Haute, IN
45460		18021	26533	Clay County, IN
45460		18153	21153	Sullivan County, IN
45460		18165	16172	Vermillion County, IN
45460		18167	105967	Vigo County, IN
45500			137486	Texarkana, TX-Texarkana, AR
45500		5091	43522	Miller County, AR
45500		48037	93964	Bowie County, TX
45780			672220	Toledo, OH
45780		39051	42402	Fulton County, OH
45780		39095	463493	Lucas County, OH
45780		39123	40945	Ottawa County, OH
45780		39173	125380	Wood County, OH
45820			230824	Topeka, KS
45820		20085	13412	Jackson County, KS
45820		20087	18207	Jefferson County, KS
45820		20139	16104	Osage County, KS
45820		20177	176255	Shawnee County, KS
45820		20197	6846	Wabaunsee County, KS
45940			366222	Trenton-Ewing, NJ
45940		34021	366222	Mercer County, NJ
46060			1020200	Tucson, AZ
46060		4019	1020200	Pima County, AZ
46140			929015	Tulsa, OK
46140		40037	70244	Creek County, OK
46140		40111	39292	Okmulgee County, OK
46140		40113	45051	Osage County, OK
46140		40117	16419	Pawnee County, OK
46140		40131	85654	Rogers County, OK
46140		40143	601961	Tulsa County, OK
46140		40145	70394	Wagoner County, OK
46220			210839	Tuscaloosa, AL
46220		1063	8829	Greene County, AL
46220		1065	17975	Hale County, AL
46220		1125	184035	Tuscaloosa County, AL
46340			204665	Tyler, TX
46340		48423	204665	Smith County, TX
46540			293280	Utica-Rome, NY
46540		36043	62236	Herkimer County, NY
46540		36065	231044	Oneida County, NY
46660			135804	Valdosta, GA
46660		13027	16354	Brooks County, GA
46660		13101	4213	Echols County, GA
46660		13173	8423	Lanier County, GA
46660		13185	106814	Lowndes County, GA
46700			407234	Vallejo-Fairfield, CA
46700		6095	407234	Solano County, CA
47020			115396	Victoria, TX
47020		48057	20573	Calhoun County, TX
47020		48175	7033	Goliad County, TX
47020		48469	87790	Victoria County, TX
47220			157745	Vineland-Millville-Bridgeton, NJ
47220		34011	157745	Cumberland County, NJ
47260			1674498	Virginia Beach-Norfolk-Newport News, VA-NC
47260		37053	24216	Currituck County, NC
47260		51073	39184	Gloucester County, VA
47260		51093	35877	Isle of Wight County, VA
47260		51095	63735	James City County, VA
47260		51115	8984	Mathews County, VA
47260		51181	7088	Surry County, VA
47260		51199	61140	York County, VA
47260		51550	222455	Chesapeake city, VA
47260		51650	144236	Hampton city, VA
47260		51700	193172	Newport News city, VA
47260		51710	233333	Norfolk city, VA
47260		51735	11794	Poquoson city, VA
47260		51740	99321	Portsmouth city, VA
47260		51800	83659	Suffolk city, VA
47260		51810	433575	Virginia Beach city, VA
47260		51830	12729	Williamsburg city, VA
47300			429668	Visalia-Porterville, CA
47300		6107	429668	Tulare County, CA
47380			233378	Waco, TX
47380		48309	233378	McLennan County, TX
47580			135715	Warner Robins, GA
47580		13153	135715	Houston County, GA
47900			5476241	Washington-Arlington-Alexandria, DC-VA-MD-WV
47900	13644		1199580	Bethesda-Frederick-Rockville, MD
47900	13644	24021	227980	Frederick County, MD
47900	13644	24031	971600	Montgomery County, MD
47900	47894		4276661	Washington-Arlington-Alexandria, DC-VA-MD-WV
47900	47894	11001	599657	District of Columbia, DC
47900	47894	24009	89212	Calvert County, MD
47900	47894	24017	142226	Charles County, MD
47900	47894	24033	834560	Prince George's County, MD
47900	47894	51013	217483	Arlington County, VA
47900	47894	51043	14588	Clarke County, VA
47900	47894	51059	1037605	Fairfax County, VA
47900	47894	51061	68010	Fauquier County, VA
47900	47894	51107	301171	Loudoun County, VA
47900	47894	51153	379166	Prince William County, VA
47900	47894	51177	120977	Spotsylvania County, VA
47900	47894	51179	124166	Stafford County, VA
47900	47894	51187	36713	Warren County, VA
47900	47894	51510	150006	Alexandria city, VA
47900	47894	51600	24665	Fairfax city, VA
47900	47894	51610	11957	Falls Church city, VA
47900	47894	51630	23193	Fredericksburg city, VA
47900	47894	51683	36514	Manassas city, VA
47900	47894	51685	12042	Manassas Park city, VA
47900	47894	54037	52750	Jefferson County, WV
47940			164913	Waterloo-Cedar Falls, IA
47940		19013	129276	Black Hawk County, IA
47940		19017	23460	Bremer County, IA
47940		19075	12177	Grundy County, IA
48140			131612	Wausau, WI
48140		55073	131612	Marathon County, WI
48260			120929	Weirton-Steubenville, WV-OH
48260		39081	67691	Jefferson County, OH
48260		54009	23509	Brooke County, WV
48260		54029	29729	Hancock County, WV
48300			109937	Wenatchee-East Wenatchee, WA
48300		53007	72372	Chelan County, WA
48300		53017	37565	Douglas County, WA
48540			144637	Wheeling, WV-OH
48540		39013	68066	Belmont County, OH
48540		54051	32556	Marshall County, WV
48540		54069	44015	Ohio County, WV
48620			612683	Wichita, KS
48620		20015	64084	Butler County, KS
48620		20079	34247	Harvey County, KS
48620		20173	490864	Sedgwick County, KS
48620		20191	23488	Sumner County, KS
48660			147421	Wichita Falls, TX
48660		48009	8912	Archer County, TX
48660		48077	10893	Clay County, TX
48660		48485	127616	Wichita County, TX
48700			116840	Williamsport, PA
48700		42081	116840	Lycoming County, PA
48900			354525	Wilmington, NC
48900		37019	107062	Brunswick County, NC
48900		37129	195085	New Hanover County, NC
48900		37141	52378	Pender County, NC
49020			123989	Winchester, VA-WV
49020		51069	74972	Frederick County, VA
49020		51840	26322	Winchester city, VA
49020		54027	22695	Hampshire County, WV
49180			484921	Winston-Salem, NC
49180		37059	41420	Davie County, NC
49180		37067	359638	Forsyth County, NC
49180		37169	46150	Stokes County, NC
49180		37197	37713	Yadkin County, NC
49340			803701	Worcester, MA
49340		25027	803701	Worcester County, MA
49420			239054	Yakima, WA
49420		53077	239054	Yakima County, WA
49620			428937	York-Hanover, PA
49620		42133	428937	York County, PA
49660			562963	Youngstown-Warren-Boardman, OH-PA
49660		39099	236735	Mahoning County, OH
