SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,BIRTHS2010,BIRTHS2011,BIRTHS2012,DEATHS2010,DEATHS2011,DEATHS2012,NATURALINC2010,NATURALINC2011,NATURALINC2012,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,NETMIG2010,NETMIG2011,NETMIG2012,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,RBIRTH2011,RBIRTH2012,RDEATH2011,RDEATH2012,RNATURALINC2011,RNATURALINC2012,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RDOMESTICMIG2011,RDOMESTICMIG2012,RNETMIG2011,RNETMIG2012
050,4,8,08,047,Colorado,Gilpin County,5441,5441,5461,5460,5491,20,-1,31,10,42,47,6,23,18,4,19,29,3,8,9,15,-27,-7,18,-19,2,-2,-1,0,49,49,49,49,7.691603333,8.5836909871,4.2120684919,3.2873710163,3.4795348411,5.2963199708,1.4650673015,1.6436855082,-4.944602143,-1.278422062,-3.479534841,0.3652634463
050,4,8,08,049,Colorado,Grand County,14843,14843,14778,14543,14195,-65,-235,-348,29,109,124,17,53,46,12,56,78,3,23,24,-79,-315,-452,-76,-292,-428,-1,1,2,222,222,222,222,7.4349442379,8.6296889136,3.6151563726,3.2013362099,3.8197878654,5.4283527037,1.5688414447,1.6702623704,-21.48630674,-31.45660798,-19.9174653,-29.78634561
050,4,8,08,051,Colorado,Gunnison County,15324,15324,15389,15454,15475,65,65,21,40,155,155,24,50,56,16,105,99,4,8,10,45,-48,-87,49,-40,-77,0,0,-1,850,941,922,903,10.05090296,10.022955802,3.2422267613,3.6211969349,6.8086761988,6.4017588671,0.5187562818,0.6466423098,-3.112537691,-5.625788095,-2.593781409,-4.979145786
050,4,8,08,053,Colorado,Hinsdale County,843,843,844,834,810,1,-10,-24,2,5,12,0,3,0,2,2,12,0,0,0,0,-12,-36,0,-12,-36,-1,0,0,56,56,56,56,5.9594755662,14.598540146,3.5756853397,0,2.3837902265,14.598540146,0,0,-14.30274136,-43.79562044,-14.30274136,-43.79562044
050,4,8,08,055,Colorado,Huerfano County,6711,6711,6652,6503,6596,-59,-149,93,12,52,56,38,90,86,-26,-38,-30,0,5,5,-34,-118,117,-34,-113,122,1,2,1,165,165,165,165,7.9057392626,8.5502710131,13.683010262,13.130773341,-5.777271,-4.580502328,0.7601672368,0.7634170547,-17.93994679,17.863959081,-17.17977955,18.627376136
050,4,8,08,057,Colorado,Jackson County,1394,1394,1384,1379,1348,-10,-5,-31,3,9,10,1,9,6,2,0,4,0,0,0,-11,-14,-34,-11,-14,-34,-1,9,-1,2,2,2,2,6.5146579805,7.33406674,6.5146579805,4.400440044,0,2.933626696,0,0,-10.13391241,-24.93582692,-10.13391241,-24.93582692
050,4,8,08,059,Colorado,Jefferson County,534543,534558,535297,538854,545358,739,3557,6504,1425,5480,5482,916,3747,3887,509,1733,1595,105,406,456,151,1513,4392,256,1919,4848,-26,-95,61,7427,7212,7442,7292,10.203407156,10.112413439,6.9766727397,7.1701844289,3.2267344163,2.9422290106,0.7559458586,0.8411639052,2.8171085816,8.1017365607,3.5730544402,8.942900466
050,4,8,08,061,Colorado,Kiowa County,1398,1398,1394,1449,1444,-4,55,-5,3,13,15,6,17,12,-3,-4,3,0,0,0,0,45,-8,0,45,-8,-1,14,0,14,14,14,14,9.145269082,10.369858279,11.95919803,8.2958866229,-2.813928948,2.0739716557,0,0,31.656700668,-5.530591082,31.656700668,-5.530591082
050,4,8,08,063,Colorado,Kit Carson County,8270,8270,8249,8169,8094,-21,-80,-75,24,102,106,22,76,80,2,26,26,3,9,10,-20,-136,-114,-17,-127,-104,-6,21,3,1075,1075,843,777,12.425386771,13.035725266,9.2581313193,9.8382832196,3.1672554513,3.1974420464,1.0963576562,1.2297854024,-16.56718236,-14.01955359,-15.4708247,-12.78976819
050,4,8,08,065,Colorado,Lake County,7310,7310,7268,7377,7338,-42,109,-39,24,94,108,9,32,19,15,62,89,2,1,2,-59,38,-131,-57,39,-129,0,8,1,133,133,133,133,12.837145784,14.678899083,4.3700921816,2.5823989127,8.4670536019,12.09650017,0.1365653807,0.2718314645,5.1894844657,-17.80496092,5.3260498464,-17.53312946
050,4,8,08,067,Colorado,La Plata County,51334,51334,51495,51924,52401,161,429,477,148,535,551,67,291,315,81,244,236,11,24,25,66,179,217,77,203,242,3,-18,-1,1715,1775,1809,1809,10.346261325,10.563144021,5.6275926087,6.0388209921,4.7186687166,4.524323029,0.4641313492,0.4792715073,3.4616463126,4.1600766834,3.9257776617,4.6393481908
050,4,8,08,069,Colorado,Larimer County,299630,299630,300426,305091,310487,796,4665,5396,827,3341,3387,447,1858,1825,380,1483,1562,56,235,266,379,2778,3533,435,3013,3799,-19,169,35,8530,8452,8298,8298,11.035198021,11.004291901,6.1369044965,5.9293866902,4.8982935244,5.074905211,0.7761962092,0.8642284162,9.1756300814,11.478642836,9.9518262906,12.342871253
050,4,8,08,071,Colorado,Las Animas County,15507,15507,15399,15035,14945,-108,-364,-90,38,142,148,47,174,172,-9,-32,-24,3,10,10,-99,-347,-74,-96,-337,-64,-3,5,-2,858,850,854,776,9.3316685286,9.8732488326,11.434579746,11.474316211,-2.102911218,-1.601067378,0.6571597555,0.6671114076,-22.80344352,-4.936624416,-22.14628376,-4.269513009
050,4,8,08,073,Colorado,Lincoln County,5467,5467,5469,5403,5453,2,-66,50,13,58,55,15,48,48,-2,10,7,2,7,7,2,-82,35,4,-75,42,0,-1,1,1030,1030,984,1037,10.669610007,10.132645542,8.8300220751,8.8430361091,1.8395879323,1.2896094326,1.2877115526,1.2896094326,-15.08462104,6.4480471629,-13.79690949,7.7376565954
050,4,8,08,075,Colorado,Logan County,22709,22709,22773,22720,22631,64,-53,-89,52,212,219,55,176,203,-3,36,16,3,18,21,64,-112,-121,67,-94,-100,0,5,-5,3904,3971,3971,3971,9.3201151826,9.6580009261,7.7374541138,8.9523935525,1.5826610687,0.7056073736,0.7913305344,0.9261096778,-4.923834436,-5.336155763,-4.132503902,-4.410046085
050,4,8,08,077,Colorado,Mesa County,146723,146723,146475,147481,147848,-248,1006,367,479,1868,1930,330,1259,1300,149,609,630,13,56,65,-423,391,-320,-410,447,-255,13,-50,-8,3631,3806,4229,4229,12.709385078,13.070169201,8.5659078229,8.8037409127,4.1434772551,4.2664282885,0.3810094028,0.4401870456,2.66026208,-2.167074686,3.0412714828,-1.726887641
050,4,8,08,079,Colorado,Mineral County,712,712,705,711,709,-7,6,-2,1,5,6,4,2,6,-3,3,0,0,0,0,-4,-1,-2,-4,-1,-2,0,4,0,0,0,0,0,7.0621468927,8.4507042254,2.8248587571,8.4507042254,4.2372881356,0,0,0,-1.412429379,-2.816901408,-1.412429379,-2.816901408
050,4,8,08,081,Colorado,Moffat County,13795,13795,13810,13410,13200,15,-400,-210,54,178,195,36,76,86,18,102,109,0,5,6,-2,-520,-330,-2,-515,-324,-1,13,5,102,102,102,102,13.078618663,14.656144307,5.5841293167,6.4637354378,7.4944893461,8.1924088688,0.3673769287,0.4509582864,-38.20720059,-24.80270575,-37.83982366,-24.35174746
050,4,8,08,083,Colorado,Montezuma County,25535,25535,25530,25432,25431,-5,-98,-1,79,303,294,61,287,262,18,16,32,5,19,19,-23,-127,-51,-18,-108,-32,-5,-6,-1,237,237,237,237,11.891213061,11.560466351,11.263294219,10.302184299,0.6279188415,1.2582820518,0.7456536243,0.7471049682,-4.984105804,-2.00538702,-4.23845218,-1.258282052
050,4,8,08,085,Colorado,Montrose County,41276,41276,41177,40877,40725,-99,-300,-152,113,461,446,93,395,408,20,66,38,15,38,42,-138,-392,-232,-123,-354,-190,4,-12,0,542,542,542,542,11.236502791,10.93110463,9.6278060789,9.999754908,1.6086967119,0.9313497218,0.926219319,1.0293865346,-9.554683501,-5.686135144,-8.628464182,-4.656748609
050,4,8,08,087,Colorado,Morgan County,28159,28159,28165,28562,28472,6,397,-90,111,452,418,64,266,230,47,186,188,36,162,167,-67,-28,-451,-31,134,-284,-10,77,6,564,564,564,564,15.935974051,14.657923344,9.3782502159,8.0653645194,6.5577238352,6.5925588246,5.711565921,5.8561559771,-0.987184233,-15.81512782,4.7243816877,-9.958971841
050,4,8,08,089,Colorado,Otero County,18831,18831,18886,18900,18698,55,14,-202,56,258,219,60,222,210,-4,36,9,0,7,6,59,-16,-216,59,-9,-210,0,-13,-1,433,466,466,466,13.655851374,11.649555827,11.75038374,11.170806958,1.9054676335,0.4787488696,0.3705075954,0.3191659131,-0.846874504,-11.48997287,-0.476366908,-11.17080696
050,4,8,08,091,Colorado,Ouray County,4436,4436,4461,4435,4530,25,-26,95,10,27,23,10,15,22,0,12,1,0,1,1,27,-48,93,27,-47,94,-2,9,0,0,0,0,0,6.0701438849,5.1310652538,3.3723021583,4.9079754601,2.6978417266,0.2230897936,0.2248201439,0.2230897936,-10.79136691,20.747350809,-10.56654676,20.970440602
050,4,8,08,093,Colorado,Park County,16206,16206,16256,16063,16029,50,-193,-34,27,104,108,22,79,91,5,25,17,2,-5,-5,45,-216,-43,47,-221,-48,-2,3,-3,92,92,92,92,6.4358426932,6.730649383,4.8887651227,5.6711953135,1.5470775705,1.0594540696,-0.309415514,-0.311604138,-13.36675021,-2.679795588,-13.67616572,-2.991399726
050,4,8,08,095,Colorado,Phillips County,4442,4442,4462,4364,4367,20,-98,3,17,49,53,13,50,59,4,-1,-6,0,3,2,17,-100,7,17,-97,9,-1,0,0,60,60,60,60,11.103557671,12.140648265,11.330160888,13.515061276,-0.226603218,-1.374413011,0.6798096533,0.4581376704,-22.66032178,1.6034818463,-21.98051212,2.0616195167
050,4,8,08,097,Colorado,Pitkin County,17148,17148,17158,17119,17263,10,-39,144,33,159,141,14,43,28,19,116,113,13,54,57,-21,-220,-22,-8,-166,35,-1,11,-4,72,72,72,72,9.2773579952,8.2019661451,2.5089710301,1.6287592345,6.768386965,6.5732069106,3.1508008285,3.3156884416,-12.83659597,-1.279739399,-9.68579514,2.0359490431
050,4,8,08,099,Colorado,Prowers County,12551,12551,12552,12499,12389,1,-53,-110,45,156,169,37,139,127,8,17,42,0,3,4,-5,-81,-158,-5,-78,-154,-2,8,2,315,345,345,345,12.454592631,13.580842173,11.097361383,10.205721633,1.3572312483,3.37512054,0.2395113968,0.3214400514,-6.466807712,-12.69688203,-6.227296316,-12.37544198
050,4,8,08,101,Colorado,Pueblo County,159063,159063,159570,160346,160852,507,776,506,514,1828,1940,360,1608,1599,154,220,341,8,28,42,331,603,134,339,631,176,14,-75,-11,4321,4412,4514,4543,11.42799985,12.079776337,10.052638818,9.9564754451,1.3753610323,2.1233008923,0.1750459496,0.261520931,3.7697395566,0.8343763037,3.9447855062,1.0958972347
050,4,8,08,103,Colorado,Rio Blanco County,6666,6666,6644,6836,6857,-22,192,21,20,97,106,12,36,46,8,61,60,12,49,52,-40,82,-92,-28,131,-40,-2,0,1,235,266,266,266,14.391691395,15.482363251,5.3412462908,6.7187614109,9.0504451039,8.7636018404,7.2700296736,7.595121595,12.166172107,-13.43752282,19.43620178,-5.842401227
050,4,8,08,105,Colorado,Rio Grande County,11982,11982,12011,11939,11943,29,-72,4,46,151,149,37,114,127,9,37,22,0,2,2,21,-114,-19,21,-112,-17,-1,3,-1,198,198,198,198,12.60960334,12.478016917,9.5198329854,10.635625157,3.0897703549,1.8423917595,0.1670146138,0.16749016,-9.519832985,-1.59115652,-9.352818372,-1.42366636
050,4,8,08,107,Colorado,Routt County,23509,23509,23476,23293,23334,-33,-183,41,61,232,239,29,81,99,32,151,140,2,13,15,-69,-356,-115,-67,-343,-100,2,9,1,335,378,378,378,9.9211015844,10.251570978,3.4638328808,4.2464666395,6.4572687036,6.0051043387,0.5559237957,0.6434040363,-15.22375933,-4.932764278,-14.66783553,-4.289360242
050,4,8,08,109,Colorado,Saguache County,6108,6108,6125,6203,6304,17,78,101,15,73,60,16,34,42,-1,39,18,1,14,14,16,27,67,17,41,81,1,-2,2,18,18,18,18,11.842959117,9.5946270089,5.515898767,6.7162389062,6.3270603504,2.8783881027,2.2712524335,2.2387463021,4.3802725503,10.71400016,6.6515249838,12.952746462
050,4,8,08,111,Colorado,San Juan County,699,699,708,700,690,9,-8,-10,0,6,2,1,6,2,-1,0,0,0,0,0,9,-11,-10,9,-11,-10,1,3,0,0,0,0,0,8.5227272727,2.8776978417,8.5227272727,2.8776978417,0,0,0,0,-15.625,-14.38848921,-15.625,-14.38848921
050,4,8,08,113,Colorado,San Miguel County,7359,7359,7356,7480,7580,-3,124,100,17,71,68,5,10,18,12,61,50,4,19,21,-19,42,30,-15,61,51,0,2,-1,9,9,9,9,9.5713130224,9.0305444887,1.3480722567,2.390438247,8.2232407657,6.6401062417,2.5613372877,2.7888446215,5.661903478,3.984063745,8.2232407657,6.7729083665
050,4,8,08,115,Colorado,Sedgwick County,2379,2379,2372,2377,2383,-7,5,6,6,28,24,12,34,30,-6,-6,-6,0,1,1,-1,9,13,-1,10,14,0,1,-2,35,35,35,35,11.791956201,10.084033613,14.318803959,12.605042017,-2.526847757,-2.521008403,0.4211412929,0.4201680672,3.7902716361,5.4621848739,4.211412929,5.8823529412
050,4,8,08,117,Colorado,Summit County,27994,27994,28037,27864,28044,43,-173,180,63,309,297,15,46,64,48,263,233,18,45,52,-17,-509,-101,1,-464,-49,-6,28,-4,273,273,273,273,11.055258403,10.624597553,1.6457666231,2.289475567,9.4094917801,8.3351219861,1.6099890879,1.8601988982,-18.21076546,-3.613078629,-16.60077637,-1.752879731
050,4,8,08,119,Colorado,Teller County,23350,23350,23448,23317,23389,98,-131,72,53,202,170,37,148,144,16,54,26,1,-2,2,80,-194,46,81,-196,48,1,11,-2,132,132,132,132,8.6389393777,7.2795786409,6.3295199401,6.1662313193,2.3094194376,1.1133473215,-0.085534053,0.0856421017,-8.296803165,1.9697683381,-8.382337218,2.0554104398
050,4,8,08,121,Colorado,Washington County,4814,4814,4803,4820,4766,-11,17,-54,15,41,39,11,42,49,4,-1,-10,0,7,7,-11,-15,-50,-11,-8,-43,-4,26,-1,184,184,184,184,8.5212511691,8.1368662633,8.7290865634,10.223242228,-0.207835394,-2.086375965,1.4548477606,1.4604631755,-3.117530916,-10.43187982,-1.662683155,-8.971416649
050,4,8,08,123,Colorado,Weld County,252825,252825,254081,258351,263691,1256,4270,5340,947,3734,3756,325,1411,1429,622,2323,2327,45,164,199,563,1690,2787,608,1854,2986,26,93,27,5895,5820,5812,5812,14.57364099,14.38964681,5.5070721579,5.4746552959,9.0665688325,8.9149915141,0.6400849283,0.7623907655,6.5959971274,10.677301826,7.2360820558,11.439692592
050,4,8,08,125,Colorado,Yuma County,10043,10043,10018,10157,10119,-25,139,-38,33,149,145,26,90,90,7,59,55,7,23,24,-34,29,-116,-27,52,-92,-5,28,-1,196,196,196,196,14.770755886,14.302623792,8.9219330855,8.8774906293,5.8488228005,5.4251331624,2.2800495663,2.3673308345,2.8748451053,-11.44209903,5.1548946716,-9.074768199
040,1,1,09,000,Connecticut,Connecticut,3574097,3574097,3576616,3586717,3590347,2519,10101,3630,9404,37248,36522,6894,29076,29132,2510,8172,7390,3260,14773,15627,-3126,-12094,-19251,134,2679,-3624,-125,-750,-136,118152,118152,118731,116617,10.399628218,10.177420739,8.1180087537,8.1180828261,2.281619464,2.0593379131,4.1246162924,4.3547054896,-3.376640455,-5.364589197,0.7479758375,-1.009883707
050,1,1,09,001,Connecticut,Fairfield County,916829,916829,918814,927567,933835,1985,8753,6268,2640,10235,10203,1491,6416,6463,1149,3819,3740,1148,5300,5465,-272,-146,-2821,876,5154,2644,-40,-220,-116,19168,19168,19434,19427,11.086552559,10.962704456,6.9498115503,6.9442280604,4.1367410085,4.0184763957,5.7409602893,5.8719180489,-0.158147208,-3.03104864,5.5828130814,2.8408694092
050,1,1,09,003,Connecticut,Hartford County,894014,894017,894453,896248,897259,436,1795,1011,2424,9644,9484,1837,7755,7860,587,1889,1624,889,4238,4353,-999,-4251,-4939,-110,-13,-586,-41,-81,-27,28227,28227,28116,27849,10.771200776,10.575927498,8.6614124859,8.7649504574,2.1097882896,1.8109770411,4.7333418589,4.8541767609,-4.747861312,-5.507645077,-0.014519454,-0.653468317
050,1,1,09,005,Connecticut,Litchfield County,189927,189927,189741,188923,187530,-186,-818,-1393,404,1522,1449,410,1714,1702,-6,-192,-253,49,209,222,-214,-757,-1361,-165,-548,-1139,-15,-78,-1,2804,2804,2775,2775,8.0387890056,7.698172149,9.0528806541,9.0422974448,-1.014091649,-1.344125296,1.1038810132,1.1794301015,-3.998267593,-7.230650307,-2.89438658,-6.051220205
050,1,1,09,007,Connecticut,Middlesex County,165676,165676,165642,166384,165602,-34,742,-782,357,1505,1436,331,1398,1357,26,107,79,103,408,421,-161,293,-1289,-58,701,-868,-2,-66,7,5085,5085,5295,5059,9.0655551071,8.6509672095,8.4210272689,8.1750435259,0.6445278382,0.4759236835,2.4576388596,2.5362515287,1.7649220242,-7.765387697,4.2225608838,-5.229136168
050,1,1,09,009,Connecticut,New Haven County,862477,862474,862703,862812,862813,229,109,1,2266,9243,9010,1781,7552,7492,485,1691,1518,682,3149,3249,-914,-4596,-4741,-232,-1447,-1492,-24,-135,-25,29198,29198,29551,29296,10.713323269,10.442593263,8.7533287164,8.6832307135,1.9599945524,1.7593625498,3.6499248051,3.7655921767,-5.327105241,-5.494820717,-1.677180436,-1.72922854
050,1,1,09,011,Connecticut,New London County,274055,274055,274092,274091,274170,37,-1,79,688,2785,2707,518,2283,2371,170,502,336,290,991,1417,-429,-1382,-1687,-139,-391,-270,6,-112,13,12782,12782,12886,12300,10.160840449,9.874858872,8.3293352767,8.6491652698,1.8315051725,1.2256936021,3.6155809283,5.1690709352,-5.04211185,-6.154003294,-1.426530921,-0.984932359
050,1,1,09,013,Connecticut,Tolland County,152691,152691,152744,152487,151539,53,-257,-948,324,1146,1136,272,960,928,52,186,208,51,217,228,-45,-610,-1390,6,-393,-1162,-5,-50,6,16117,16117,15963,15207,7.5090669034,7.4730450685,6.2903178249,6.1047410419,1.2187490786,1.3683040266,1.421873925,1.4998717215,-3.996972785,-9.143954793,-2.57509886,-7.644083072
050,1,1,09,015,Connecticut,Windham County,118428,118428,118427,118205,117599,-1,-222,-606,301,1168,1097,254,998,959,47,170,138,48,261,272,-92,-645,-1023,-44,-384,-751,-4,-8,7,4771,4771,4711,4704,9.8718685554,9.3043375006,8.4350383718,8.1338738953,1.4368301836,1.1704636054,2.2059569289,2.3070007294,-5.451502755,-8.676697596,-3.245545826,-6.369696867
040,3,5,10,000,Delaware,Delaware,897934,897934,899824,908137,917092,1890,8313,8955,2822,11472,11197,1792,7854,7836,1030,3618,3361,511,2127,2459,325,2653,3203,836,4780,5662,24,-85,-68,24413,24355,24756,25120,12.690539232,12.269145406,8.6882405096,8.5863198536,4.0022987222,3.6828255523,2.3529268607,2.6944564216,2.9347978192,3.5096965915,5.2877246799,6.2041530131
050,3,5,10,001,Delaware,Kent County,162310,162310,162973,165319,167626,663,2346,2307,554,2283,2261,303,1412,1455,251,871,806,104,307,517,303,1083,990,407,1390,1507,5,85,-6,4322,4349,4516,4502,13.908349884,13.581822824,8.6020981322,8.7401823124,5.3062517515,4.8416405112,1.8702862086,3.105618045,6.5977848988,5.9469281713,8.4680711074,9.0525462163
050,3,5,10,003,Delaware,New Castle County,538479,538479,538951,542444,546076,472,3493,3632,1695,6917,6705,969,4279,4212,726,2638,2493,311,1414,1511,-575,-302,-318,-264,1112,1193,10,-257,-54,17154,17114,17476,17813,12.792735309,12.31947966,7.9138520152,7.7389482968,4.8788832943,4.5805313637,2.6151406285,2.7762466468,-0.558537815,-0.584279572,2.056602814,2.1919670746
050,3,5,10,005,Delaware,Sussex County,197145,197145,197900,200374,203390,755,2474,3016,573,2272,2231,520,2163,2169,53,109,62,96,406,431,597,1872,2531,693,2278,2962,9,87,-8,2937,2892,2764,2805,11.409230831,11.051009996,10.861868965,10.743899902,0.5473618665,0.307110094,2.0387974108,2.1349104923,9.4005634312,12.53702658,11.439360842,14.671937072
040,3,5,11,000,District of Columbia,District of Columbia,601723,601723,604989,619020,632323,3266,14031,13303,2282,9099,9156,1096,4624,4873,1186,4475,4283,633,2663,2903,1427,6693,6050,2060,9356,8953,20,200,67,40021,40021,40192,40192,14.867537739,14.633877362,7.5555000004,7.7884321085,7.3120377383,6.8454452536,4.3512751949,4.6398149828,10.936194097,9.66961097,15.287469291,14.309425953
050,3,5,11,001,District of Columbia,District of Columbia,601723,601723,604989,619020,632323,3266,14031,13303,2282,9099,9156,1096,4624,4873,1186,4475,4283,633,2663,2903,1427,6693,6050,2060,9356,8953,20,200,67,40021,40021,40192,40192,14.867537739,14.633877362,7.5555000004,7.7884321085,7.3120377383,6.8454452536,4.3512751949,4.6398149828,10.936194097,9.66961097,15.287469291,14.309425953
040,3,5,12,000,Florida,Florida,18801310,18802690,18845967,19082262,19317568,43277,236295,235306,52204,211739,212077,41687,172472,177951,10517,39267,34126,20524,92129,99386,12478,105114,101411,33002,197243,200797,-242,-215,383,423066,424358,425647,425130,11.165245812,11.045725984,9.094650847,9.2683222816,2.070594965,1.777403702,4.8580702252,5.1763770829,5.5427845049,5.2818462998,10.40085473,10.458223383
050,3,5,12,001,Florida,Alachua County,247336,247336,247487,249417,251417,151,1930,2000,725,2851,2811,393,1687,1739,332,1164,1072,261,1105,1135,-460,-253,-186,-199,852,949,18,-86,-21,13920,13892,13861,13340,11.475053531,11.225276239,6.7900439522,6.9444167129,4.6850095793,4.2808595263,4.4475391625,4.5324398903,-1.018305347,-0.742761075,3.4292338158,3.7896788157
050,3,5,12,003,Florida,Baker County,27115,27115,27066,27049,27086,-49,-17,37,79,347,348,64,220,225,15,127,123,2,8,12,-65,-145,-98,-63,-137,-86,-1,-7,0,2344,2316,2285,2349,12.824540331,12.856747021,8.1308324864,8.3125519534,4.6937078444,4.5441950679,0.2956666359,0.4433361042,-5.358957775,-3.620578184,-5.063291139,-3.17724208
050,3,5,12,005,Florida,Bay County,168852,168852,169323,169827,171903,471,504,2076,544,2156,2181,379,1616,1657,165,540,524,120,285,558,179,-317,999,299,-32,1557,7,-4,-5,3817,3820,3727,3726,12.714138287,12.764463173,9.5297066195,9.69771457,3.1844316674,3.0667486027,1.6806722689,3.2657361075,-1.869379331,5.8467210956,-0.188707062,9.1124572031
050,3,5,12,007,Florida,Bradford County,28520,28520,28559,28474,27049,39,-85,-1425,86,318,302,71,281,312,15,37,-10,1,1,4,23,-145,-1449,24,-144,-1445,0,22,30,4492,4573,4651,3278,11.151438641,10.878374728,9.8539442077,11.238585811,1.297494433,-0.360211084,0.0350674171,0.1440844335,-5.084775481,-52.19458603,-5.049708064,-52.05050159
050,3,5,12,009,Florida,Brevard County,543376,543372,543978,544322,547307,606,344,2985,1197,5059,4953,1437,5913,6054,-240,-854,-1101,244,896,1073,602,412,3059,846,1308,4132,0,-110,-46,7735,7795,7876,6908,9.2970688229,9.0745115786,10.86648902,11.091680415,-1.569420197,-2.017168837,1.6466047965,1.9658693567,0.7571441698,5.6044681847,2.4037489663,7.5703375414
050,3,5,12,011,Florida,Broward County,1748066,1748066,1752928,1784956,1815137,4862,32028,30181,5239,20834,20892,3567,14319,14587,1672,6515,6305,2769,13049,13559,432,12997,10226,3201,26046,23785,-11,-533,91,16892,16907,16921,16799,11.77766145,11.606366836,8.0946690168,8.1036795438,3.6829924328,3.5026872917,7.3767257491,7.532583186,7.3473296468,5.6809643529,14.724055396,13.213547539
050,3,5,12,013,Florida,Calhoun County,14625,14625,14645,14782,14723,20,137,-59,40,143,158,37,154,143,3,-11,15,1,5,5,16,112,-79,17,117,-74,0,31,0,1891,1920,1947,1959,9.7189655758,10.710049144,10.466578312,9.6932723267,-0.747612737,1.0167768175,0.3398239712,0.3389256058,7.6120569545,-5.355024572,7.9518809257,-5.016098966
050,3,5,12,015,Florida,Charlotte County,159978,159978,159898,159459,162449,-80,-439,2990,252,971,944,574,2216,2306,-322,-1245,-1362,46,165,172,234,792,4162,280,957,4334,-38,-151,18,3012,2775,2538,3235,6.080968947,5.8650297601,13.877885877,14.327074816,-7.79691693,-8.462045056,1.0333263401,1.0686283037,4.9599664326,25.858319768,5.9932927727,26.926948072
050,3,5,12,017,Florida,Citrus County,141236,141236,141312,139849,139360,76,-1463,-489,254,1052,1036,553,2255,2360,-299,-1203,-1324,24,78,83,356,-232,766,380,-154,849,-5,-106,-14,2251,2251,2251,2251,7.483256924,7.4209642239,16.040631524,16.904899197,-8.5573746,-9.483934973,0.5548422434,0.5945367091,-1.650300006,5.4869291463,-1.095457763,6.0814658553
050,3,5,12,019,Florida,Clay County,190865,190865,191434,192287,194345,569,853,2058,515,2097,2093,325,1389,1455,190,708,638,102,358,536,276,-215,916,378,143,1452,1,2,-32,1251,1251,1251,1251,10.929816195,10.826832751,7.2396350473,7.5265368619,3.6901811472,3.3002958886,1.8659390547,2.7726623766,-1.120605857,4.7383558526,0.7453331978,7.5110182292
050,3,5,12,021,Florida,Collier County,321520,321520,322666,327519,332427,1146,4853,4908,801,3256,3300,718,2872,2975,83,384,325,414,1820,1901,747,2280,2735,1161,4100,4636,-98,369,-53,4546,4546,4546,4546,10.015610942,10.000818249,8.8344086683,9.0158891788,1.1812022732,0.98492907,5.5984066074,5.7610774215,7.0133884971,8.2885569425,12.611795104,14.049634364
050,3,5,12,023,Florida,Columbia County,67531,67532,67650,67383,67966,118,-267,583,212,762,795,169,715,736,43,47,59,16,50,59,56,-337,460,72,-287,519,3,-27,5,4606,4633,4657,4945,11.286130057,11.747408551,10.590003925,10.875588294,0.6961261321,0.8718202573,0.740559715,0.8718202573,-4.991372479,6.7972426837,-4.250812764,7.669062941
050,3,5,12,027,Florida,DeSoto County,34862,34862,34891,34573,34712,29,-318,139,97,416,409,87,275,270,10,141,139,22,80,88,-2,-573,-88,20,-493,0,-1,34,0,3798,3779,3759,3803,11.977427157,11.806307282,7.9177703559,7.7938947824,4.0596568006,4.0124124991,2.3033513763,2.5402323735,-16.49775423,-2.540232374,-14.19440286,0
050,3,5,12,029,Florida,Dixie County,16422,16422,16410,16353,16126,-12,-57,-227,40,146,172,41,201,202,-1,-55,-30,0,2,2,-11,-11,-198,-11,-9,-196,0,7,-1,1430,1433,1432,1469,8.912492751,10.591459097,12.26993865,12.438806614,-3.357445899,-1.847347517,0.1220889418,0.1231565011,-0.67148918,-12.19249361,-0.549400238,-12.06933711
050,3,5,12,031,Florida,Duval County,864263,864263,865823,871497,879602,1560,5674,8105,3059,12408,12416,1727,7112,7400,1332,5296,5016,647,2112,3232,-432,-1497,-71,215,615,3161,13,-237,-72,19985,20191,20266,20263,14.284069717,14.180808738,8.1873230032,8.4518351047,6.0967467133,5.7289736331,2.4313310156,3.691396089,-1.723344001,-0.081091931,0.7079870145,3.6103041576
050,3,5,12,033,Florida,Escambia County,297619,297619,298144,299590,302715,525,1446,3125,976,3822,3903,686,3002,3100,290,820,803,204,336,1076,35,365,1272,239,701,2348,-4,-75,-26,17959,18058,18490,18486,12.788297136,12.960211189,10.044601779,10.293788031,2.7436953561,2.6664231577,1.124245902,3.5729406198,1.2212790305,4.2237736695,2.3455249325,7.7967142893
